Ranking,Game_Name,Platform,Release_Year,Genre,Publisher,North_America_Sales,Europe_Sales,Japan_Sales,Other_Regions_Sales,Total_Global_Sales,Year_int
14803,battlezone,PSP,2006-01-01,Shooter,Atari,0.02,0.0,0.0,0.0,0.03,2006.0
14804,ookiku furikabutte: honto no ace ni nareru kamo,DS,2007-01-01,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,2007.0
14805,medal of honor: vanguard,PS2,2007-01-01,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,2007.0
14806,touch shot! love application,PS3,2012-01-01,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03,2012.0
14807,nanotek warrior,PS,1997-01-01,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03,1997.0
14808,galileo,DS,2008-01-01,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,2008.0
14809,cake mania: baker's challenge,PS2,2008-01-01,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03,2008.0
14810,captain tsubasa j: the way to world youth,SNES,1995-01-01,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,1995.0
14811,super monkey ball adventure,PS2,2006-01-01,Platform,Sega,0.01,0.01,0.0,0.0,0.03,2006.0
14812,alien breed trilogy,X360,2011-01-01,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.03,2011.0
14813,himoutou! umaru-chan: himoutou ikusei keikaku,PSV,2015-01-01,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03,2015.0
14814,sengoku basara: sanada yukimura-den,PS4,2016-01-01,Action,Capcom,0.0,0.0,0.03,0.0,0.03,2016.0
14815,cid the dummy,Wii,2009-01-01,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03,2009.0
14816,kisuato,PSV,2015-01-01,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,2015.0
14817,madden nfl 07,GBA,2006-01-01,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,2006.0
14818,renegade racers,PS,1999-01-01,Racing,Interplay,0.01,0.01,0.0,0.0,0.03,1999.0
14819,the legend of korra (3ds),3DS,2014-01-01,Strategy,Activision,0.02,0.0,0.0,0.0,0.03,2014.0
14820,animates!,DS,2007-01-01,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,2007.0
14821,monster high 13 wishes,WiiU,2013-01-01,Action,Little Orbit,0.02,0.0,0.0,0.0,0.03,2013.0
14822,franklin the turtle,GBA,2005-01-01,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03,2005.0
14823,steins;gate 0,PS3,2015-01-01,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,2015.0
14824,catan,DS,2009-01-01,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.03,2009.0
14825,backyard nfl football,Wii,2007-01-01,Sports,Atari,0.02,0.0,0.0,0.0,0.03,2007.0
14826,captain morgane and the golden turtle,PC,2012-01-01,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03,2012.0
14827,gauntlet / rampart,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,2005.0
14828,age of empires iii: gold edition,PC,2007-01-01,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03,2007.0
14829,let's play ballerina,Wii,2010-01-01,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03,2010.0
14830,disney planes fire & rescue,WiiU,2014-01-01,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.03,2014.0
14831,dream girl premier,3DS,2015-01-01,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03,2015.0
14832,river king: wonderful journey,PS2,2005-01-01,Sports,505 Games,0.01,0.01,0.0,0.0,0.03,2005.0
14833,senran kagura: bon appétit!,PSV,2014-01-01,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03,2014.0
14834,ducati moto,DS,2008-01-01,Racing,Vir2L Studios,0.02,0.0,0.0,0.0,0.03,2008.0
14835,justice league heroes: the flash,GBA,2006-01-01,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,2006.0
14836,pop cutie! street fashion simulation (jp sales),DS,2008-01-01,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,2008.0
14837,the peanuts movie: snoopy's grand adventure,PS4,2015-01-01,Action,Activision,0.0,0.02,0.0,0.0,0.03,2015.0
14838,kawasaki snowmobiles,Wii,2008-01-01,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03,2008.0
14839,dungeon siege ii,PC,2005-01-01,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,2005.0
14840,bae yong-joon to manabu kankokugo ds,DS,2009-01-01,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,2009.0
14841,world war ii combat: road to berlin,XB,2006-01-01,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03,2006.0
14842,metal saga,PS2,2005-01-01,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,2005.0
14843,imagine: sweet 16,DS,2010-01-01,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,2010.0
14844,swat 4,PC,2005-01-01,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,2005.0
14845,last escort 2: shinya no amai toge,PS2,2008-01-01,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,2008.0
14846,pop'n music 13 carnival,PS2,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,2006.0
14847,magicka collection,PC,2011-01-01,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03,2011.0
14848,bookworm,GBA,2004-01-01,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03,2004.0
14849,tokushu houdoubu,PSV,2012-01-01,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,2012.0
14850,terraria,WiiU,2016-01-01,Action,505 Games,0.0,0.02,0.0,0.0,0.03,2016.0
14851,my doitall,DS,2009-01-01,Misc,Tomy Corporation,0.02,0.0,0.0,0.0,0.03,2009.0
14852,legacy of ys: books i & ii,DS,,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.03,
14853,shakugan no shana,PS2,2006-01-01,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03,2006.0
14854,monster mayhem: build and battle,Wii,2009-01-01,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03,2009.0
14855,i heart geeks,DS,2011-01-01,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03,2011.0
14856,hokuto no ken: hokuto shinken denshousha no michi,DS,2008-01-01,Action,Spike,0.0,0.0,0.03,0.0,0.03,2008.0
14857,the lord of the rings: conquest,PC,2009-01-01,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03,2009.0
14858,the king of fighters: maximum impact - maniax,XB,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03,
14859,wand of fortune 2: jikuu ni shizumu mokushiroku,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,2011.0
14860,little busters! converted edition,PSV,2012-01-01,Action,Prototype,0.0,0.0,0.03,0.0,0.03,2012.0
14861,hankou shashin,SAT,1996-01-01,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03,1996.0
14862,meiq no chika ni shisu: a maze to eradicate them all,PSV,2015-01-01,Role-Playing,Idea Factory,0.0,0.01,0.01,0.0,0.03,2015.0
14863,marker man adventures,DS,2009-01-01,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,2009.0
14864,capcom digital collection,X360,2012-01-01,Action,Capcom,0.02,0.01,0.0,0.0,0.03,2012.0
14865,pro yakyuu family stadium,Wii,2008-01-01,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2008.0
14866,open season,PS2,2006-01-01,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.03,2006.0
14867,monster hunter frontier online: forward 2,X360,2011-01-01,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,2011.0
14868,moyashimon ds,DS,2009-01-01,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,2009.0
14869,a ressha de gyoukou 2001,PS2,2001-01-01,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03,2001.0
14870,diabolik lovers: lunatic parade,PSV,2016-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,2016.0
14871,let's dance with mel b,Wii,2011-01-01,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.03,2011.0
14872,battlestations: pacific,PC,2009-01-01,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,2009.0
14873,neverwinter nights 2,PC,2006-01-01,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,2006.0
14874,starry ? sky: in autumn,PSP,2010-01-01,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,2010.0
14875,battlefield 1942,PC,2002-01-01,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,2002.0
14876,back to the future: the game,X360,2015-01-01,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03,2015.0
14877,pitball,PS,1996-01-01,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03,1996.0
14878,x-men origins: wolverine - uncaged edition,PC,2009-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.03,2009.0
14879,combat wings: the great battles of wwii,Wii,,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03,
14880,d.c. iii: da capo iii,PSP,2013-01-01,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,2013.0
14881,judge dredd: dredd vs death,PS2,2003-01-01,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,2003.0
14882,ocean commander,Wii,2009-01-01,Simulation,Valcon Games,0.02,0.0,0.0,0.0,0.03,2009.0
14883,drome racers,GBA,2003-01-01,Racing,THQ,0.02,0.01,0.0,0.0,0.03,2003.0
14884,wand of fortune 2 fd: kimi ni sasageru epilogue,PSP,2012-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,2012.0
14885,god eater off shot: lindow-hen twin pack & animation vol. 2,PS4,2015-01-01,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2015.0
14886,tank beat,DS,2006-01-01,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03,2006.0
14887,lego pirates of the caribbean: the video game,PC,2011-01-01,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03,2011.0
14888,turbo: super stunt squad,WiiU,2013-01-01,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.03,2013.0
14889,jurassic park: operation genesis,PC,2003-01-01,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03,2003.0
14890,the peanuts movie: snoopy's grand adventure,X360,2015-01-01,Action,Activision,0.0,0.02,0.0,0.0,0.03,2015.0
14891,tenkaichi * sengoku lovers,DS,2010-01-01,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03,2010.0
14892,daito giken koushiki pachi-slot simulator hihouden: taiyou o motomeru monotachi,PS3,2013-01-01,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03,2013.0
14893,jissen pachi-slot hisshouhou! hokuto no ken 2,PS2,2007-01-01,Misc,Sega,0.0,0.0,0.03,0.0,0.03,2007.0
14894,bode miller alpine skiing,PS2,2006-01-01,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,2006.0
14895,mahou sensei negima! private lesson 2: ojama shimasu parasite de chu,GBA,2006-01-01,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03,2006.0
14896,r-type delta,PS,1998-01-01,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03,1998.0
14897,angelique: maren no rokukishi,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,2011.0
14898,soul eater: battle resonance,PSP,2009-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2009.0
14899,psycho-pass: mandatory happiness,PS4,2016-01-01,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03,2016.0
14900,hisshou pachinko*pachi-slot kouryaku series ds vol. 3: shinseiki evangelion - yakusoku no toki,DS,2008-01-01,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03,2008.0
14901,the great battle gaiden 2: matsuri da wasshoi,SNES,1994-01-01,Action,Banpresto,0.0,0.0,0.03,0.0,0.03,1994.0
14902,napoleon dynamite: the game,DS,2007-01-01,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,2007.0
14903,shinseiki evangelion ayanami ikusei keikaku ds with asuka hokan keikaku,DS,2008-01-01,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03,2008.0
14904,rock 'n' roll adventures,Wii,2007-01-01,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.03,2007.0
14905,war gods,PS,1996-01-01,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03,1996.0
14906,evangelion: jo,PS2,2009-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,2009.0
14907,doki oki,PS,1995-01-01,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03,1995.0
14908,gakuen alice: wakuwaku * happy friends,DS,2007-01-01,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03,2007.0
14909,kyokugen dasshutsu adv: zennin shiboudesu,PSV,2012-01-01,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,2012.0
14910,konohana 2: todoke kanai requiem,PS2,2002-01-01,Adventure,Success,0.0,0.0,0.03,0.0,0.03,2002.0
14911,derby time 2006,PSP,2006-01-01,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,2006.0
14912,yuusha shisu.,PSV,2016-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,2016.0
14913,monster mayhem: build and battle,DS,2009-01-01,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.02,2009.0
14914,senjou no waltz,PSV,2014-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2014.0
14915,chuck e. cheese's sports games,Wii,2011-01-01,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02,2011.0
14916,ghostbusters (2016),XOne,2016-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.02,2016.0
14917,stronghold 2 deluxe,PC,2005-01-01,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,2005.0
14918,maplus: portable navi 3,PSP,2009-01-01,Misc,Edia,0.0,0.0,0.02,0.0,0.02,2009.0
14919,death note: l o tsugu mono,DS,2007-01-01,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2007.0
14920,zoocube,GC,2002-01-01,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,2002.0
14921,puppet show 3: lost town,PC,2011-01-01,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,2011.0
14922,star wars: empire at war - forces of corruption,PC,2006-01-01,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02,2006.0
14923,spy hunter / super sprint,GBA,2005-01-01,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,2005.0
14924,otometeki koi kakumei * love revo! portable,PSP,2010-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2010.0
14925,clover no kuni no alice: wonderful wonder world,PS2,2010-01-01,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,2010.0
14926,room zoom: race for impact,XB,2004-01-01,Racing,Jaleco,0.02,0.01,0.0,0.0,0.02,2004.0
14927,yahari game demo ore no seishun love-kome hamachi gatteiru,PSV,2013-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2013.0
14928,tube slider,GC,,Racing,Unknown,0.02,0.0,0.0,0.0,0.02,
14929,ghost pirates of vooju island,PC,2009-01-01,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,2009.0
14930,america oudan ultra-quiz,SAT,1995-01-01,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02,1995.0
14931,dodonpachi dai-oujou: black label extra,X360,2009-01-01,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,2009.0
14932,mind your language: learn english! / french! / german! / spanish! /japanese!,DS,2009-01-01,Misc,PlayV,0.0,0.02,0.0,0.0,0.02,2009.0
14933,paraworld,PC,2006-01-01,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02,2006.0
14934,tropico reloaded,PC,2009-01-01,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,2009.0
14935,shinseiki evangelion: battle orchestra,PS2,2007-01-01,Fighting,Broccoli,0.0,0.0,0.02,0.0,0.02,2007.0
14936,pharaoh,PC,1998-01-01,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,1998.0
14937,vampire mansion: linda hyde,DS,2011-01-01,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02,2011.0
14938,yes! precure 5 go go zenin shu go! dream festival,DS,2008-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2008.0
14939,battlefield 2: modern combat(jp sales),PS2,2005-01-01,Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02,2005.0
14940,the idolmaster: gravure for you! vol.7,PS3,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2012.0
14941,stake: fortune fighters,XB,2003-01-01,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.02,2003.0
14942,serious sam advance,GBA,2004-01-01,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02,2004.0
14943,the settlers: rise of an empire,PC,2007-01-01,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02,2007.0
14944,let's play garden,Wii,2010-01-01,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,2010.0
14945,umineko no naku koro ni san: shinjitsu to gensou no yasoukyoku,PS3,,Adventure,,0.0,0.0,0.02,0.0,0.02,
14946,pop'n music 12 iroha,PS2,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2006.0
14947,beatmania iidx 11: iidx red,PS2,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2006.0
14948,warhammer online: age of reckoning,PC,2008-01-01,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02,2008.0
14949,jikkyou powerful pro yakyuu 12 ketteiban,GC,2005-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,2005.0
14950,road trip: the arcade edition,GC,2002-01-01,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,2002.0
14951,juusanshi engi engetsu sangokuden 2,PSP,2014-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,2014.0
14952,no more heroes: heroes' paradise,X360,2010-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,2010.0
14953,virtua tennis: world tour (jp sales),PSP,2005-01-01,Sports,Sega,0.0,0.0,0.02,0.0,0.02,2005.0
14954,world series of poker 2008: battle for the bracelets,PSP,2007-01-01,Misc,Activision,0.02,0.0,0.0,0.0,0.02,2007.0
14955,ano hi mita hana no namae o bokutachi wa mada shiranai,PSP,2012-01-01,Action,5pb,0.0,0.0,0.02,0.0,0.02,2012.0
14956,cold war,XB,2005-01-01,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.02,2005.0
14957,steel battalion: line of contact,XB,2004-01-01,Simulation,Capcom,0.02,0.01,0.0,0.0,0.02,2004.0
14958,naruto shippuden: ultimate ninja storm collection,PS3,2016-01-01,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,2016.0
14959,ken to mahou to gakuen mono. 2g,PS3,2010-01-01,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02,2010.0
14960,nba starting five,XB,2002-01-01,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,2002.0
14961,kami naru kimi to,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,2011.0
14962,spy hunter: nowhere to run,PS2,2006-01-01,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,2006.0
14963,lego harry potter: years 1-4,PC,2010-01-01,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,2010.0
14964,ikki tousen: eloquent fist,PSP,2008-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,2008.0
14965,viva pinata,PC,2007-01-01,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,2007.0
14966,carmen sandiego: the secret of the stolen drums,XB,2004-01-01,Action,BAM! Entertainment,0.02,0.01,0.0,0.0,0.02,2004.0
14967,disney's magical quest 3 starring mickey and donald,GBA,2003-01-01,Action,Capcom,0.02,0.01,0.0,0.0,0.02,2003.0
14968,chili con carnage,PSP,2007-01-01,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.02,2007.0
14969,bus simulator 16,PC,2016-01-01,Simulation,Astragon,0.0,0.02,0.0,0.0,0.02,2016.0
14970,rengoku ii:  the stairway to h.e.a.v.e.n.,PSP,2006-01-01,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,2006.0
14971,teddy together,3DS,2016-01-01,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.02,2016.0
14972,pony luv,DS,2008-01-01,Simulation,GSP,0.02,0.0,0.0,0.0,0.02,2008.0
14973,strike witches 2: iyasu naosu punipunisuru,DS,2010-01-01,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,2010.0
14974,omega quintet,PS4,2014-01-01,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,2014.0
14975,tv anime idolm@ster: cinderella girls g4u! pack vol.1,PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2015.0
14976,demigod,PC,2009-01-01,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,2009.0
14977,the voice,PS3,2014-01-01,Action,Activision,0.02,0.0,0.0,0.0,0.02,2014.0
14978,"ed, edd n eddy: the mis-edventures",XB,2005-01-01,Platform,Midway Games,0.02,0.01,0.0,0.0,0.02,2005.0
14979,bunmei haruka: aoiza ibunroku,PSP,2011-01-01,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,2011.0
14980,tv anime idolm@ster: cinderella girls g4u! pack vol.6,PS3,2015-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2015.0
14981,blade arcus from shining ex,PS4,2015-01-01,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,2015.0
14982,vantage master portable,PSP,2008-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,2008.0
14983,lilpri ds: hime-chen! apple pink,DS,2010-01-01,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,2010.0
14984,star trek online,PC,2010-01-01,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,2010.0
14985,rapala for kinect,X360,2011-01-01,Sports,Activision,0.0,0.02,0.0,0.0,0.02,2011.0
14986,rugby challenge 3,X360,2016-01-01,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,2016.0
14987,"hisshou pachinko*pachi-slot kouryaku series ds vol. 1: shinseiki evangelion - magokoro o, kimi ni",DS,2008-01-01,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,2008.0
14988,diabolik lovers: vandead carnival,PSV,2014-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,2014.0
14989,o.m.g. 26 - our mini games,DS,2007-01-01,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,2007.0
14990,ty the tasmanian tiger 3: night of the quinkan,XB,2005-01-01,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,2005.0
14991,amf xtreme bowling,PS2,2006-01-01,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02,2006.0
14992,total overdose: a gunslinger's tale in mexico,XB,2005-01-01,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.02,2005.0
14993,bomberman fantasy race,PS,1998-01-01,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,1998.0
14994,colin mcrae rally 2.0,GBA,2002-01-01,Racing,Codemasters,0.02,0.01,0.0,0.0,0.02,2002.0
14995,carnage heart exa,PSP,2010-01-01,Strategy,ArtDink,0.0,0.0,0.02,0.0,0.02,2010.0
14996,tropico 4: modern times,PC,2012-01-01,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,2012.0
14997,europa universalis iii complete,PC,2008-01-01,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,2008.0
14998,bugriders: the race of kings,PS,1997-01-01,Racing,GT Interactive,0.01,0.01,0.0,0.0,0.02,1997.0
14999,bust-a-move,3DO,1994-01-01,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02,1994.0
15000,wii de asobu: metroid prime,Wii,,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,
15001,payout poker & casino,PSP,,Misc,Unknown,0.02,0.0,0.0,0.0,0.02,
15002,wii de asobu: metroid prime,Wii,,Shooter,Nintendo,0.0,0.0,0.02,0.0,0.02,
15003,wangan midnight portable,PSP,2007-01-01,Racing,Genki,0.0,0.0,0.02,0.0,0.02,2007.0
15004,cross ange: tenshi to ryuu no rondo tr.,PSV,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2015.0
15005,canvas 2,PS2,2006-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,2006.0
15006,memories off: sorekara again,PS2,2006-01-01,Adventure,KID,0.0,0.0,0.02,0.0,0.02,2006.0
15007,tom clancy's rainbow six: vegas 2,PC,2008-01-01,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,2008.0
15008,11eyes: crossover,X360,2009-01-01,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,2009.0
15009,kenka bancho otome,PSV,2016-01-01,Action,Screenlife,0.0,0.0,0.02,0.0,0.02,2016.0
15010,supermodel makeover by lauren luke,DS,2009-01-01,Simulation,Avanquest,0.0,0.02,0.0,0.0,0.02,2009.0
15011,george of the jungle and the search for the secret,Wii,2008-01-01,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,2008.0
15012,airforce delta storm,GBA,2002-01-01,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,2002.0
15013,serious sam hd: gold edition,X360,2011-01-01,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,2011.0
15014,peter pan in disney's return to never land,PS,2002-01-01,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,2002.0
15015,ferrari challenge trofeo pirelli deluxe,Wii,2009-01-01,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,2009.0
15016,xenosaga i·ii,DS,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2006.0
15017,simcity societies,PC,2007-01-01,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,2007.0
15018,mesaze!! tsuri master: sekai ni challenge! hen,Wii,2008-01-01,Sports,Hudson Soft,0.0,0.0,0.02,0.0,0.02,2008.0
15019,tv anime idolm@ster: cinderella girls g4u! pack vol.9,PS3,2016-01-01,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,2016.0
15020,fishdom 2 deluxe,PC,2010-01-01,Puzzle,Rondomedia,0.0,0.02,0.0,0.01,0.02,2010.0
15021,kuusen ii,PS2,2004-01-01,Simulation,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,2004.0
15022,cross channel: in memory of all people,X360,2011-01-01,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,2011.0
